test_tweet,actual_label,predicted_label
black mesa did a great job showing exactly how he became a legend and the reaction to it from his peers in the heat of the moment the entire questionable ethics chapter is the best encapsulation of that imho,2,2
spending the evening with herbal tea and thinking about how gordon freeman had a single cursory weapons training course prior to the events of half-life,2,1
  in an age where sjws emphasize personal experiences somehow society celebrates hollywood celebrities and their opinions that is void of both experience and education,2,2
  theyve always been in the military nothing was ever e addressed saw it my entire 21 year career heard the words spic and nigger and goon constantly dont be fooled salt and sugar look the same,2,2
   stop trying to pull the race card every damn time the guy resisted arrest  should he of got killed no but he dug his own hole,2,2
  yeah imagine thinking 50yo middle america guys were an offshoot of gamergate adam baldwin and zoe mustve concocted some very strange magic to make thst happen ,2,2
 gamergate killed the dinosaurs for these clowns all roads lead to gamergate,2,2
such a strange incestuous world these woke sjw victims live in just like jussie smolett ,1,2
 did your family call when they immigrated because unless youre native american youre an immigrant too plus you killed people not like you to steal their land,2,1
the tiktok audio where it goes insert the beginning of the sentence bc i dont remember or is this a nigger tellin me what to do-,2,2
 non-citizens probably dont want to go to south dakota theyll be underpaid overworked and exposed to covid 19 there is no such thing as an illegal immigrant just documented and undocumented its not illegal to be an immigrant,2,1
 i wish they would going on 5yrs and still flogging that victim card these victims should get help to allow them to become survivors and actually let everyone move on to,2,1
 yeah they do what does burning down small immigrantblack owned buisnesses do to prove that point threatening to pull elderly people from cars looting liquor stores before you say life over property post your adress let people burn and steal from you then you can yap,2,1
  redtails only show appreciation to african american servicemen and not servicemen of other ethnic backgrounds plus that happened in alabama redtails would be bias and playing the race card,2,2
fuck these black criminals that resist the police they deserve to be shot but you dont here that there are more whites killed then blacks cause these black criminals are playing the race card fucking assholes,1,1
   how dare ariel even question her on this communism has killed 10 times what the nazis did and he still plays the holocaust victim card every chance he gets,2,1
bravo as an immigrant to canada starting with my study permit it took me several years to qualify for permanent residency strenuous process im very happy for those who have a track to pr with fewer obstacles than mine and my process was fast compared to many others ,2,2
there are senators who are cynical about race others who play the race card and both do it for political reasons tom cotton is neither tom cotton is truly a racist old fashioned hardcore racist ,2,2
     youre waving the race card and screaming but theres still not a single shred of evidencenothingnadanic,2,2
 you do realize youre an immigrant whos ancestors stole the land you call your state your stupidity would be laughable if it werent this subject,2,2
 your xenophobic sociopathic stance shocks absolutely no one governor im sure youd be singing a different tune if they were norwegian like your immigrant ancestors,2,2
    hmmmm how much you willing to pay for your fruit and veg this summer every every immigrant group started this way,2,2
unless youre an illegal immigrant or a black rioter and looter or heck just be black ,2,1
  you know you rule over the colonized land of the sioux you are the immigrant there,2,2
